domain,problem,k,iterations,relevant_plans,irrelevant_plans,unfiltered_plans,processed_plans,relevant_plans_pctg,irrelevant_plans_pctg,unfiltered_plans_pctg,planning_time,extending_plans_time,task_reformulation_time,independent_planning_time,global_time,planning_time_pctg,extending_plans_time_pctg,task_reformulation_time_pctg,independent_planning_time_pctg
miconic,p7.pddl,100,56,100,0,0,100,1.0,0.0,0.0,40.59999999999999,0,18.220000000000027,30.589999999999954,98.08789348602295,0.4139144858461589,0.0,0.1857517717270204,0.3118631557151228
miconic,p19.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.18000000000000005,0,0.08000000000000007,1.3299999999999998,1.995295763015747,0.09021218975974915,0.0,0.040094306559888535,0.6665678465581463
miconic,p34.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.56,0,0.6599999999999999,4.260000000000002,6.004788398742676,0.09325890652820618,0.0,0.10991228269395725,0.7094338246609972
miconic,p5.pddl,100,20,100,0,0,100,1.0,0.0,0.0,5.149999999999998,0,3.159999999999989,23.680000000000003,36.695589542388916,0.14034384143225098,0.0,0.0861138910535751,0.6453091582748942
miconic,p15.pddl,100,77,100,0,0,100,1.0,0.0,0.0,50.89999999999998,0,29.069999999999997,31.540000000000035,124.71332430839539,0.4081360214096508,0.0,0.23309458040036446,0.25290000226444803
miconic,p19.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.18000000000000005,0,0.07999999999999985,2.4699999999999998,3.3281917572021484,0.05408342220981805,0.0,0.02403707653769686,0.7421447381013919
miconic,p2.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.18000000000000005,0,0.07999999999999985,1.19,1.694869041442871,0.10620289568022492,0.0,0.04720128696898875,0.702119143663709
miconic,p29.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.27,0,0.09000000000000008,3.330000000000001,4.007482290267944,0.06737397209606821,0.0,0.022457990698689423,0.8309456558515081
miconic,p17.pddl,25,12,25,0,0,25,1.0,0.0,0.0,1.4000000000000021,0,1.159999999999998,6.690000000000001,11.303817510604858,0.12385196405431789,0.0,0.10262019878786306,0.5918354568024183
miconic,p2.pddl,25,3,25,0,0,25,1.0,0.0,0.0,0.3700000000000002,0,0.16999999999999993,5.240000000000002,6.794368267059326,0.05445686566532551,0.0,0.02502072206244683,0.7712269623954207
miconic,p13.pddl,10,4,10,0,0,10,1.0,0.0,0.0,0.4200000000000005,0,0.3299999999999996,2.55,4.155987024307251,0.1010590258207096,0.0,0.07940352028770022,0.6135726567685932
miconic,p30.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.53,0,0.7299999999999998,19.120000000000005,22.770791053771973,0.023275432054531357,0.0,0.03205861396190167,0.839672190344603
miconic,p11.pddl,25,8,25,0,0,25,1.0,0.0,0.0,1.04,0,0.7100000000000017,6.43,9.35538125038147,0.11116596664166878,0.0,0.07589215030344713,0.6873049668326252
miconic,p10.pddl,50,8,56,0,0,56,1.0,0.0,0.0,1.0099999999999962,0,0.8100000000000023,12.659999999999995,16.80479407310486,0.06010189685194925,0.0,0.048200531138692285,0.7533564496491881
miconic,p26.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.26,0,0.3999999999999999,8.629999999999999,11.230705499649048,0.023150816305184466,0.0,0.03561664046951455,0.7684290181297765
ferry,p39.pddl,5,5,5,0,0,5,1.0,0.0,0.0,1.12,0,0.3100000000000007,2.0299999999999985,4.065908908843994,0.2754611638159977,0.0,0.07624371498478526,0.4992733594164955
ferry,p30.pddl,10,5,10,0,0,10,1.0,0.0,0.0,1.329999999999998,0,0.5099999999999991,3.3200000000000016,6.2267210483551025,0.2135955649324199,0.0,0.08190506625228129,0.5331859214854402
ferry,p27.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.44999999999999996,0,0.16000000000000014,27.030000000000005,29.666369915008545,0.015168691056209745,0.0,0.005393312375541248,0.911132709442999
ferry,p39.pddl,100,73,44,28,0,72,0.6111111111111112,0.3888888888888889,0.0,796.6599999999996,0,44.26999999999984,35.05000000000027,906.5496175289154,0.878782566994563,0.0,0.04883351020617225,0.03866307957366968
ferry,p28.pddl,25,1,25,0,0,25,1.0,0.0,0.0,1.42,0,0.0900000000000003,7.579999999999999,10.05213475227356,0.1412635261061168,0.0,0.008953322077148279,0.754068681608708
ferry,p42.pddl,5,5,5,0,0,5,1.0,0.0,0.0,1.4599999999999997,0,0.2999999999999994,1.870000000000001,4.0365025997161865,0.36169925918111756,0.0,0.074321765585161,0.46327233881417146
ferry,p16.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.14,0,0.08999999999999986,5.289999999999999,6.212810754776001,0.022534084092675318,0.0,0.014486196916719823,0.8514664632160885
ferry,p37.pddl,5,3,5,0,0,5,1.0,0.0,0.0,0.6300000000000003,0,0.17999999999999994,1.6,2.882967233657837,0.21852485614297879,0.0,0.06243567318370817,0.5549837616329617
ferry,p21.pddl,25,4,25,0,0,25,1.0,0.0,0.0,2.0000000000000018,0,0.29000000000000026,5.819999999999998,8.806236743927002,0.22711176841563466,0.0,0.03293120642026703,0.660895246089496
ferry,p2.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.16000000000000003,0,0.08000000000000007,5.830000000000001,7.458336114883423,0.021452505965869964,0.0,0.010726252982934989,0.7816756861313867
ferry,p27.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.45999999999999996,0,0.09000000000000008,2.9299999999999997,3.807366371154785,0.12081842280402362,0.0,0.02363838707035247,0.7695608235125853
ferry,p7.pddl,25,4,30,0,0,30,1.0,0.0,0.0,0.9399999999999992,0,0.4100000000000006,6.6999999999999975,9.178471565246582,0.10241356562668022,0.0,0.04466974670950956,0.7299690315944233
ferry,p12.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.17000000000000004,0,0.08000000000000007,2.5099999999999993,3.361514091491699,0.05057244901346261,0.0,0.023798799535747126,0.7466873354340652
ferry,p22.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.18000000000000005,0,0.07999999999999985,2.3999999999999995,2.9154086112976074,0.061740916625709144,0.0,0.027440407389204002,0.8232122216761215
ferry,p35.pddl,10,9,10,0,0,10,1.0,0.0,0.0,1.8899999999999997,0,0.8100000000000009,3.610000000000001,7.231837749481201,0.2613443588575511,0.0,0.1120047252246649,0.4991815531617777
ferry,p36.pddl,5,4,5,0,0,5,1.0,0.0,0.0,0.7600000000000002,0,0.2699999999999998,1.7299999999999993,3.144369125366211,0.2417019025752857,0.0,0.08586778117806193,0.5501898571779525
ferry,p13.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.19999999999999996,0,0.06999999999999984,6.08,7.353606462478638,0.02719753919664979,0.0,0.009519138718827407,0.8268051915781538
ferry,p21.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.15000000000000002,0,0.07000000000000006,1.15,1.600691795349121,0.09370948263484044,0.0,0.0437310918962589,0.7184393668671099
ferry,p28.pddl,100,1,100,0,0,100,1.0,0.0,0.0,1.4100000000000001,0,0.33999999999999986,29.609999999999992,34.65038275718689,0.04069219119109297,0.0,0.009812301421965677,0.8545360150129521
ferry,p15.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.15000000000000002,0,0.08000000000000007,10.579999999999998,11.69184136390686,0.012829459050227579,0.0,0.00684237816012138,0.9049045116760516
ferry,p22.pddl,25,4,25,0,0,25,1.0,0.0,0.0,1.2900000000000014,0,0.28999999999999937,6.090000000000001,8.267894506454468,0.15602521282691037,0.0,0.035075435441708415,0.7365841442758785
ferry,p29.pddl,10,10,10,0,0,10,1.0,0.0,0.0,2.9799999999999986,0,0.9600000000000002,4.120000000000003,9.064015865325928,0.3287725931063165,0.0,0.10591331858458526,0.45454465892551194
ferry,p19.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.13,0,0.08000000000000007,5.3999999999999995,6.095968246459961,0.02132557040064855,0.0,0.01312342793886066,0.8858313858730936
ferry,p8.pddl,50,3,60,0,0,60,1.0,0.0,0.0,1.1900000000000013,0,0.2999999999999974,12.850000000000012,15.779592275619507,0.0754138623618703,0.0,0.0190118980744209,0.8143429675210363
ferry,p35.pddl,5,4,5,0,0,5,1.0,0.0,0.0,0.6499999999999998,0,0.2500000000000002,1.5900000000000003,2.937561511993408,0.22127196225379275,0.0,0.08510460086684347,0.541265261513124
ferry,p37.pddl,10,5,10,0,0,10,1.0,0.0,0.0,1.2000000000000004,0,0.5000000000000004,3.3499999999999988,5.9998931884765625,0.20000356044749745,0.0,0.08333481685312398,0.55834327291593
ferry,p4.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.17000000000000004,0,0.15999999999999992,23.87,28.13133430480957,0.006043083422848357,0.0,0.005687607927386686,0.8485200076670015
ferry,p6.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.26,0,0.09999999999999987,28.450000000000014,33.20865797996521,0.007829283560836998,0.0,0.003011262908014226,0.8567042973300488
ferry,p10.pddl,100,36,100,18,0,118,0.847457627118644,0.15254237288135594,0.0,312.58000000000004,0,11.379999999999963,32.63000000000008,361.61295795440674,0.8644048647156363,0.0,0.03147011120501602,0.09023459829698406
ferry,p10.pddl,50,4,50,0,0,50,1.0,0.0,0.0,3.0999999999999996,0,0.4699999999999993,11.349999999999998,15.957260131835938,0.19426893930338743,0.0,0.029453677894384505,0.711274987449499
ferry,p8.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.15000000000000002,0,0.07000000000000006,2.2100000000000013,2.754962205886841,0.05444720790705512,0.0,0.02540869702329241,0.8021888631639458
ferry,p32.pddl,100,38,100,0,0,100,1.0,0.0,0.0,403.26000000000016,0,12.910000000000078,31.029999999999827,456.07325053215027,0.8842000698998963,0.0,0.028306856376550428,0.06803731629468238
ferry,p27.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.48,0,0.10000000000000009,13.629999999999999,15.165786504745483,0.031650188392788235,0.0,0.006593789248497555,0.8987334745702159
ferry,p43.pddl,25,7,26,0,0,26,1.0,0.0,0.0,117.57000000000001,0,0.8899999999999855,8.579999999999993,128.13957571983337,0.9175151340992195,0.0,0.006945551325578735,0.06695823637468143
ferry,p15.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.14,0,0.07000000000000006,1.25,1.6305761337280273,0.0858592230709979,0.0,0.042929611535498985,0.7666002059910527
ferry,p32.pddl,25,4,25,0,0,25,1.0,0.0,0.0,4.12,0,0.30000000000000004,6.200000000000003,12.208487749099731,0.33747013427636147,0.0,0.024573068029832147,0.5078434059498645
ferry,p1.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.20999999999999996,0,0.10000000000000009,23.81,28.115058183670044,0.007469306968106273,0.0,0.003556812841955372,0.8468771376695733
ferry,p9.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.15000000000000002,0,0.06000000000000005,1.1099999999999999,1.5504636764526367,0.09674525258353074,0.0,0.03869810103341233,0.7159148691181273
ferry,p43.pddl,100,19,54,0,0,54,1.0,0.0,0.0,818.7999999999997,0,3.5200000000000475,18.820000000000178,901.4248626232147,0.9083397118837278,0.0,0.003904928903066397,0.02087805737378105
ferry,p24.pddl,50,17,50,18,0,68,0.7352941176470589,0.2647058823529412,0.0,122.38000000000007,0,3.0699999999999332,19.240000000000016,149.6017553806305,0.818038529619052,0.0,0.020521149582696793,0.12860811660296262
ferry,p5.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.25,0,0.09000000000000008,12.690000000000001,14.398046970367432,0.017363466066927277,0.0,0.006250847784093826,0.8813695375572287
ferry,p11.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.17000000000000004,0,0.05999999999999983,1.2600000000000007,1.6006708145141602,0.10620547239227254,0.0,0.03748428437374313,0.7871699718486085
ferry,p40.pddl,5,5,5,0,0,5,1.0,0.0,0.0,1.1,0,0.30000000000000027,1.88,3.6350882053375244,0.30260613714540197,0.0,0.0825289464942006,0.5171813980303234
ferry,p32.pddl,10,2,16,0,0,16,1.0,0.0,0.0,0.9400000000000008,0,0.1999999999999995,4.099999999999999,6.262557744979858,0.15009841637843838,0.0,0.03193583327200806,0.6546845820761665
ferry,p23.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.17000000000000004,0,0.09000000000000008,2.42,2.957963466644287,0.05747197418663844,0.0,0.030426339275279195,0.8181304560686177
ferry,p23.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.17000000000000004,0,0.08999999999999986,5.609999999999998,6.356226682662964,0.02674542751341554,0.0,0.014159343977690557,0.8825991079427123
ferry,p6.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.26,0,0.08000000000000007,7.32,8.885794162750244,0.029260187129917417,0.0,0.00900313450151306,0.8237868068884442
ferry,p43.pddl,5,1,5,0,0,5,1.0,0.0,0.0,2.84,0,0.08000000000000052,1.5599999999999992,4.707556486129761,0.6032853792339428,0.0,0.016993954344618218,0.33138210972005294
ferry,p41.pddl,5,5,5,0,0,5,1.0,0.0,0.0,2.7100000000000013,0,0.3000000000000007,1.7799999999999985,5.288969993591309,0.5123871005666003,0.0,0.056721819250915274,0.33654946088876286
ferry,p44.pddl,25,22,25,0,0,25,1.0,0.0,0.0,81.44999999999996,0,3.1800000000000352,10.399999999999995,98.17469429969788,0.8296435306572746,0.0,0.032391239134317545,0.10593361226317564
ferry,p19.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.14,0,0.06999999999999984,1.2599999999999998,1.6842827796936035,0.0831214340536499,0.0,0.04156071702682485,0.748092906482849
ferry,p36.pddl,10,9,10,0,0,10,1.0,0.0,0.0,2.6600000000000006,0,0.8099999999999998,3.8199999999999976,8.053001642227173,0.3303116177267213,0.0,0.1005836129167835,0.4743572856075467
ferry,p3.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.21999999999999997,0,0.10000000000000009,6.900000000000001,7.774753570556641,0.028296716803108767,0.0,0.012862144001413089,0.8874879360975025
ferry,p16.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.15000000000000002,0,0.07000000000000006,1.229999999999999,1.6879477500915527,0.08886530995515955,0.0,0.04147047797907449,0.7286955416323077
ferry,p34.pddl,10,9,10,0,0,10,1.0,0.0,0.0,9.65,0,0.8599999999999983,4.4300000000000015,15.97760558128357,0.6039703478038142,0.0,0.05382533669546934,0.27726307158247643
ferry,p30.pddl,25,13,25,0,0,25,1.0,0.0,0.0,7.450000000000001,0,1.4500000000000066,8.379999999999985,19.67618227005005,0.37863036120274013,0.0,0.07369315754952693,0.4258956277689874
ferry,p3.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.22999999999999998,0,0.09000000000000008,13.620000000000001,15.018482685089111,0.01531446317332391,0.0,0.005992616024344144,0.9068825583507464
ferry,p25.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.21999999999999997,0,0.09000000000000008,2.6000000000000005,3.408167839050293,0.06455081157661072,0.0,0.02640715019043168,0.7628732277235815
ferry,p42.pddl,10,9,10,0,0,10,1.0,0.0,0.0,8.270000000000001,0,0.760000000000004,4.1399999999999935,13.914609432220459,0.5943393553576943,0.0,0.05461885248752721,0.29752901223468564
ferry,p38.pddl,5,5,5,0,0,5,1.0,0.0,0.0,0.8900000000000003,0,0.3499999999999992,1.8599999999999999,3.6580777168273926,0.24329718198876507,0.0,0.0956786670742332,0.5084637735944976
ferry,p19.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.14,0,0.07999999999999985,2.2800000000000002,2.798534870147705,0.05002617673032993,0.0,0.028586386703045617,0.8147120210368017
ferry,p4.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.17000000000000004,0,0.08999999999999986,12.110000000000005,14.315645217895508,0.01187511966191288,0.0,0.006286828056306808,0.8459276417986177
ferry,p39.pddl,10,10,10,0,0,10,1.0,0.0,0.0,3.919999999999999,0,0.9800000000000013,4.6,10.686372756958008,0.36682231559325373,0.0,0.09170557889831357,0.4304547580941243
ferry,p36.pddl,25,42,25,18,0,43,0.5813953488372093,0.4186046511627907,0.0,112.35000000000001,0,10.449999999999974,18.440000000000037,145.93789720535278,0.7698480117327549,0.0,0.07160580082427476,0.12635511647843373
ferry,p16.pddl,50,5,60,24,0,84,0.7142857142857143,0.2857142857142857,0.0,1.3499999999999974,0,0.5900000000000003,18.419999999999998,22.21792769432068,0.06076174243492038,0.0,0.026555131878965264,0.8290602190009151
ferry,p18.pddl,50,5,60,24,0,84,0.7142857142857143,0.2857142857142857,0.0,1.3799999999999986,0,0.5399999999999991,18.35000000000001,22.191555738449097,0.06218581591415919,0.0,0.02433358014032315,0.8268911029165383
ferry,p41.pddl,10,8,10,0,0,10,1.0,0.0,0.0,6.870000000000001,0,0.7000000000000026,3.6899999999999937,12.175256252288818,0.5642591710304672,0.0,0.05749365643687459,0.30307370321723726
ferry,p28.pddl,50,1,50,0,0,50,1.0,0.0,0.0,1.4099999999999997,0,0.1599999999999997,14.909999999999993,18.210590362548828,0.0774274733508777,0.0,0.00878609626676625,0.818754345859281
ferry,p35.pddl,25,24,25,0,0,25,1.0,0.0,0.0,15.48,0,3.2499999999999947,9.680000000000003,30.949342727661133,0.5001721728379283,0.0,0.10501030760486202,0.3127691623430973
ferry,p16.pddl,100,13,132,72,0,204,0.6470588235294118,0.35294117647058826,0.0,11.420000000000002,0,3.200000000000001,45.09999999999999,64.74601793289185,0.17638150367543282,0.0,0.049423888945830566,0.6965679348302991
ferry,p9.pddl,25,2,25,0,0,25,1.0,0.0,0.0,0.5199999999999997,0,0.08000000000000007,4.800000000000001,6.393211126327515,0.08133627839359436,0.0,0.012513273599014536,0.7507964159408715
ferry,p12.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.18000000000000005,0,0.10000000000000009,23.240000000000013,28.023704767227173,0.006423133611174219,0.0,0.0035684075617634574,0.8292979173538272
ferry,p38.pddl,50,87,50,37,0,87,0.5747126436781609,0.42528735632183906,0.0,795.1200000000005,0,55.83000000000044,35.749999999999204,895.8504028320312,0.8875589021184853,0.0,0.06232067298681381,0.039906216358203954
ferry,p4.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.18000000000000005,0,0.09000000000000008,6.2,7.483122110366821,0.02405413106257282,0.0,0.01202706553128642,0.8285311810441748
ferry,p5.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.21999999999999997,0,0.1100000000000001,25.19,28.12230634689331,0.007822971462093596,0.0,0.003911485731046802,0.8957302324097168
ferry,p0.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.15000000000000002,0,0.07999999999999985,2.52,3.3049404621124268,0.04538659673890892,0.0,0.024206184927418044,0.7624948252136698
ferry,p6.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.27,0,0.08000000000000007,3.0999999999999988,3.968505620956421,0.06803568541624726,0.0,0.02015872160481402,0.7811504621865422
ferry,p30.pddl,5,3,5,0,0,5,1.0,0.0,0.0,0.7099999999999995,0,0.1799999999999995,1.5900000000000014,2.9879062175750732,0.2376245933770377,0.0,0.06024285465896718,0.5321452161542121
ferry,p11.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.17000000000000004,0,0.08000000000000007,10.860000000000001,12.051121950149536,0.014106570384335925,0.0,0.0066383860632169105,0.9011609080816948
ferry,p33.pddl,50,6,52,0,0,52,1.0,0.0,0.0,18.590000000000003,0,0.7200000000000009,13.029999999999994,35.19210934638977,0.5282434143694511,0.0,0.02045913170231335,0.3702534528904757
ferry,p14.pddl,100,68,84,72,0,156,0.5384615384615384,0.46153846153846156,0.0,792.1499999999999,0,47.98999999999977,48.11000000000037,906.0891180038452,0.8742517532327744,0.0,0.05296388517028422,0.0530963224743156
ferry,p5.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.19999999999999996,0,0.06000000000000005,1.3600000000000005,1.900613784790039,0.10522916417871502,0.0,0.03156874925361454,0.7155583164152626
ferry,p1.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.18000000000000005,0,0.050000000000000044,1.27,1.6507306098937988,0.10904262568413904,0.0,0.030289618245594195,0.7693563034380919
ferry,p25.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.22999999999999998,0,0.06999999999999984,1.4200000000000002,2.038201332092285,0.11284459311185756,0.0,0.03434400659926092,0.6966927052992946
ferry,p41.pddl,50,48,50,0,0,50,1.0,0.0,0.0,410.59,0,13.699999999999951,21.280000000000037,451.7955312728882,0.9087960627746897,0.0,0.030323451764566127,0.04710095281386646
ferry,p33.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.3900000000000001,0,0.06999999999999984,2.4800000000000004,3.558870553970337,0.10958532885241062,0.0,0.019669161588894164,0.696850296292252
ferry,p31.pddl,25,12,25,0,0,25,1.0,0.0,0.0,17.969999999999995,0,1.339999999999997,8.890000000000013,29.83348846435547,0.6023432365769171,0.0,0.04491596755776669,0.29798727730488606
ferry,p8.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.16000000000000003,0,0.07000000000000006,5.280000000000001,6.15442156791687,0.025997569102851746,0.0,0.011373936482497647,0.8579197803941077
ferry,p28.pddl,10,1,10,0,0,10,1.0,0.0,0.0,1.41,0,0.08000000000000007,3.2500000000000004,5.124799489974976,0.2751327154863741,0.0,0.015610366836106344,0.6341711527168198
ferry,p13.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.21999999999999997,0,0.10000000000000009,25.320000000000014,28.237504243850708,0.007791056819333084,0.0,0.0035413894633332236,0.896679812115972
ferry,p27.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.44999999999999996,0,0.09999999999999964,6.9399999999999995,8.057339906692505,0.0558496979414044,0.0,0.012411043986978714,0.8613264526963258
ferry,p26.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.24,0,0.10000000000000009,5.7799999999999985,7.42139196395874,0.03233894681288044,0.0,0.013474561172033528,0.778829635743537
ferry,p20.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.14,0,0.07999999999999985,5.580000000000002,6.253254413604736,0.022388342251902067,0.0,0.0127933384296583,0.8923353554686684
ferry,p1.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.17000000000000004,0,0.06000000000000005,2.3600000000000003,2.843327045440674,0.0597891122910388,0.0,0.021102039632131357,0.8300135588638328
ferry,p44.pddl,5,5,5,0,0,5,1.0,0.0,0.0,3.8000000000000016,0,0.27000000000000046,1.839999999999997,6.391689300537109,0.5945220146543541,0.0,0.04224235367280942,0.2878738176221077
ferry,p34.pddl,100,62,66,0,0,66,1.0,0.0,0.0,821.3599999999997,0,28.349999999999994,31.29000000000027,905.3489203453064,0.9072303302540277,0.0,0.0313138938622549,0.03456126063315572
ferry,p24.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.22999999999999998,0,0.10000000000000009,5.7799999999999985,7.365003347396851,0.031228770599444892,0.0,0.01357772634758475,0.7847925828903975
ferry,p24.pddl,100,46,76,48,0,124,0.6129032258064516,0.3870967741935484,0.0,830.5800000000002,0,22.349999999999845,38.61999999999997,907.9810013771057,0.9147548227774437,0.0,0.02461505248028573,0.042533929610230004
ferry,p36.pddl,50,100,48,52,0,100,0.48,0.52,0.0,751.3999999999996,0,85.94999999999996,43.51000000000046,908.2864487171173,0.8272720583482145,0.0,0.09462873757656247,0.04790339001694332
ferry,p3.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.22999999999999998,0,0.07000000000000006,1.4600000000000004,1.9508934020996094,0.1178947039097406,0.0,0.035880996842095,0.7483750769922668
ferry,p4.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.17000000000000004,0,0.06999999999999984,2.6199999999999997,3.364208698272705,0.05053194235163937,0.0,0.020807270380086746,0.7787864056546769
ferry,p34.pddl,25,20,25,0,0,25,1.0,0.0,0.0,58.12000000000002,0,2.8400000000000163,10.859999999999996,74.16032814979553,0.7837074275427173,0.0,0.03829540767758653,0.1464394814713335
ferry,p10.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.17000000000000004,0,0.06999999999999984,1.25,1.6931540966033936,0.1004043284312007,0.0,0.04134295876578842,0.738267120817652
ferry,p2.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.16000000000000003,0,0.07999999999999985,1.3400000000000007,1.996734857559204,0.08013081926940616,0.0,0.040065409634702995,0.6710956113812768
ferry,p2.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.17000000000000004,0,0.09999999999999987,11.410000000000002,14.109469652175903,0.012048645639475426,0.0,0.007087438611456122,0.8086767455671446
ferry,p17.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.12,0,0.050000000000000044,1.0899999999999999,1.549710750579834,0.07743380495689356,0.0,0.032264085398705684,0.7033570616917831
ferry,p33.pddl,25,2,25,0,0,25,1.0,0.0,0.0,2.0599999999999996,0,0.09999999999999987,5.83,9.2893967628479,0.2217582102035713,0.0,0.010764961660367528,0.6275972647994277
ferry,p14.pddl,5,1,5,0,0,5,1.0,0.0,0.0,0.15000000000000002,0,0.050000000000000044,1.1999999999999997,1.6174938678741455,0.0927360548186457,0.0,0.03091201827288192,0.7418884385491653
ferry,p21.pddl,100,35,100,0,0,100,1.0,0.0,0.0,189.69,0,9.969999999999997,28.79000000000007,232.98930525779724,0.814157541652448,0.0,0.04279166371593075,0.12356790354881142
ferry,p20.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.14,0,0.08999999999999986,2.37,2.79671049118042,0.05005881032073134,0.0,0.03218066377761295,0.847424146143809
ferry,p14.pddl,25,2,25,0,0,25,1.0,0.0,0.0,1.1800000000000006,0,0.09999999999999987,5.449999999999998,7.220900297164917,0.16341452608939835,0.0,0.013848688651643902,0.7547535315145935
ferry,p32.pddl,50,15,50,0,0,50,1.0,0.0,0.0,51.690000000000026,0,2.249999999999994,14.629999999999974,72.22701478004456,0.7156602021752302,0.0,0.031151778968741783,0.20255578947230787
ferry,p3.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.21999999999999997,0,0.06000000000000005,2.6999999999999997,3.3066325187683105,0.06653294514926862,0.0,0.01814534867707328,0.8165406904682968
ferry,p41.pddl,100,57,57,3,0,60,0.95,0.05,0.0,805.0500000000005,0,20.250000000000178,25.659999999999535,904.9226751327515,0.8896340230195915,0.0,0.02237760259132585,0.028356013950291643
ferry,p26.pddl,100,44,100,0,0,100,1.0,0.0,0.0,565.0600000000001,0,13.69999999999985,31.91999999999987,619.894711971283,0.9115418942728082,0.0,0.02210052729185809,0.051492615412855124
ferry,p7.pddl,50,14,50,0,0,50,1.0,0.0,0.0,12.090000000000005,0,1.8299999999999956,12.660000000000013,29.09467625617981,0.4155399391128144,0.0,0.06289810492774592,0.4351311521230962
ferry,p44.pddl,50,44,50,0,0,50,1.0,0.0,0.0,458.0999999999999,0,11.709999999999882,20.990000000000308,497.8272159099579,0.9201987865662542,0.0,0.023522217399455862,0.04216322316093858
ferry,p0.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.16000000000000003,0,0.10000000000000009,23.159999999999993,27.90579342842102,0.005733576449291921,0.0,0.003583485280807453,0.8299351910350052
ferry,p17.pddl,50,1,50,0,0,50,1.0,0.0,0.0,0.10999999999999999,0,0.06000000000000005,9.22,11.391531229019165,0.009656296224671037,0.0,0.005267070668002389,0.8093731926496999
ferry,p11.pddl,100,1,100,0,0,100,1.0,0.0,0.0,0.18000000000000005,0,0.09000000000000008,21.709999999999997,23.655157327651978,0.007609334298934758,0.0,0.003804667149467381,0.9177702646104084
ferry,p0.pddl,25,1,25,0,0,25,1.0,0.0,0.0,0.17000000000000004,0,0.08999999999999986,5.950000000000001,7.415788173675537,0.02292406363540206,0.0,0.012136268983448127,0.8023422272390721
ferry,p14.pddl,10,1,10,0,0,10,1.0,0.0,0.0,0.16000000000000003,0,0.08000000000000007,2.3400000000000003,2.8533623218536377,0.056074196667761,0.0,0.028037098333880517,0.8200851262660045
